url,label,source,filename
https://www.google.com,0,genuine,benign_0.png
https://www.youtube.com,0,genuine,benign_1.png
https://www.taobao.com,0,genuine,benign_10.png
https://www.google.com.sa,0,genuine,benign_100.png
https://www.en.wikipedia.org/wiki/Bill_Foster_..,0,genuine,benign_1000.png
https://www.en.wikipedia.org/wiki/South_Africa..,0,genuine,benign_10000.png
https://www.en.wikipedia.org/wiki/South_Africa..,0,genuine,benign_10001.png
https://www.en.wikipedia.org/wiki/South_Africa..,0,genuine,benign_10002.png
https://www.en.wikipedia.org/wiki/South_Asian_..,0,genuine,benign_10003.png
https://www.en.wikipedia.org/wiki/South_Carolina,0,genuine,benign_10004.png
https://www.en.wikipedia.org/wiki/South_Street..,0,genuine,benign_10005.png
https://www.en.wikipedia.org/wiki/Southwest_Ai..,0,genuine,benign_10007.png
https://www.en.wikipedia.org/wiki/Southwest_Ea..,0,genuine,benign_10009.png
https://www.en.wikipedia.org/wiki/Bill_Graham_..,0,genuine,benign_1001.png
https://www.en.wikipedia.org/wiki/Southwestern..,0,genuine,benign_10010.png
https://www.en.wikipedia.org/wiki/Souvenirs_Ga..,0,genuine,benign_10011.png
https://www.en.wikipedia.org/wiki/Sovereignty,0,genuine,benign_10012.png
https://www.en.wikipedia.org/wiki/Soviet_Union,0,genuine,benign_10013.png
https://www.en.wikipedia.org/wiki/Soviet_coup_..,0,genuine,benign_10014.png
https://www.en.wikipedia.org/wiki/Soviet_space..,0,genuine,benign_10015.png
https://www.en.wikipedia.org/wiki/Space_Comman..,0,genuine,benign_10016.png
https://www.en.wikipedia.org/wiki/Spain_Musgrove,0,genuine,benign_10017.png
https://www.en.wikipedia.org/wiki/Speaker_of_t..,0,genuine,benign_10018.png
https://www.en.wikipedia.org/wiki/Speechless_(..,0,genuine,benign_10019.png
https://www.en.wikipedia.org/wiki/Bill_Gunn_Dam,0,genuine,benign_1002.png
https://www.en.wikipedia.org/wiki/Spike_Lee,0,genuine,benign_10020.png
https://www.en.wikipedia.org/wiki/Spine_of_God,0,genuine,benign_10021.png
https://www.en.wikipedia.org/wiki/Spore_(2008_..,0,genuine,benign_10022.png
https://www.en.wikipedia.org/wiki/Sporting_Kan..,0,genuine,benign_10023.png
https://www.en.wikipedia.org/wiki/Sports4Kids,0,genuine,benign_10024.png
https://www.en.wikipedia.org/wiki/Sports_in_Ka..,0,genuine,benign_10025.png
https://www.en.wikipedia.org/wiki/Sports_in_Lo..,0,genuine,benign_10026.png
https://www.en.wikipedia.org/wiki/Sprague,0,genuine,benign_10027.png
https://www.en.wikipedia.org/wiki/Sprague_Cleg..,0,genuine,benign_10028.png
https://www.en.wikipedia.org/wiki/Spring_Valley,0,genuine,benign_10029.png
https://www.en.wikipedia.org/wiki/Bill_Haselman,0,genuine,benign_1003.png
https://www.en.wikipedia.org/wiki/Sprint_Center,0,genuine,benign_10030.png
https://www.en.wikipedia.org/wiki/Spry_(surname,0,genuine,benign_10031.png
https://www.en.wikipedia.org/wiki/Square-Victo..,0,genuine,benign_10032.png
https://www.en.wikipedia.org/wiki/Squash_at_th..,0,genuine,benign_10033.png
https://www.en.wikipedia.org/wiki/Squire_Fridell,0,genuine,benign_10034.png
https://www.en.wikipedia.org/wiki/St-Bruno,0,genuine,benign_10035.png
https://www.en.wikipedia.org/wiki/St._Amour,0,genuine,benign_10036.png
https://www.en.wikipedia.org/wiki/St._Anne%27s..,0,genuine,benign_10037.png
https://www.en.wikipedia.org/wiki/St._Antoine,0,genuine,benign_10038.png
https://www.en.wikipedia.org/wiki/St._Boniface..,0,genuine,benign_10039.png
https://www.en.wikipedia.org/wiki/Bill_Haugland,0,genuine,benign_1004.png
https://www.en.wikipedia.org/wiki/St._Charles_..,0,genuine,benign_10040.png
https://www.en.wikipedia.org/wiki/St._Clair_Co..,0,genuine,benign_10041.png
https://www.en.wikipedia.org/wiki/St._Cronan,0,genuine,benign_10042.png
https://www.en.wikipedia.org/wiki/St._Elizabet..,0,genuine,benign_10043.png
https://www.en.wikipedia.org/wiki/St._George%2..,0,genuine,benign_10044.png
https://www.en.wikipedia.org/wiki/St._George,0,genuine,benign_10045.png
https://www.en.wikipedia.org/wiki/St._Jacques,0,genuine,benign_10046.png
https://www.en.wikipedia.org/wiki/St._James%27..,0,genuine,benign_10047.png
https://www.en.wikipedia.org/wiki/St._James_th..,0,genuine,benign_10048.png
https://www.en.wikipedia.org/wiki/St._John%27s..,0,genuine,benign_10049.png
https://www.en.wikipedia.org/wiki/Bill_Hayes_(..,0,genuine,benign_1005.png
https://www.en.wikipedia.org/wiki/St._John_the..,0,genuine,benign_10050.png
https://www.en.wikipedia.org/wiki/St._Lawrence..,0,genuine,benign_10051.png
https://www.en.wikipedia.org/wiki/St._Lawrence..,0,genuine,benign_10052.png
https://www.en.wikipedia.org/wiki/St._Leonard_..,0,genuine,benign_10054.png
https://www.en.wikipedia.org/wiki/St._Louis_Rams,0,genuine,benign_10055.png
https://www.en.wikipedia.org/wiki/St._Mary%27s..,0,genuine,benign_10056.png
https://www.en.wikipedia.org/wiki/St._Mary,0,genuine,benign_10057.png
https://www.en.wikipedia.org/wiki/St._Mary_Cen..,0,genuine,benign_10058.png
https://www.en.wikipedia.org/wiki/St._Michael%..,0,genuine,benign_10059.png
https://www.en.wikipedia.org/wiki/Bill_Hicks,0,genuine,benign_1006.png
https://www.en.wikipedia.org/wiki/St._Patrick%..,0,genuine,benign_10060.png
https://www.en.wikipedia.org/wiki/St._Paul%27s..,0,genuine,benign_10061.png
https://www.en.wikipedia.org/wiki/St._Pius_X_C..,0,genuine,benign_10062.png
https://www.en.wikipedia.org/wiki/St._Rita%27s..,0,genuine,benign_10063.png
https://www.en.wikipedia.org/wiki/St._Vincent_..,0,genuine,benign_10064.png
https://www.en.wikipedia.org/wiki/St_Denis_(MA..,0,genuine,benign_10065.png
